round_num,venue,date,year,team_1_team_name,team_1_q1_goals,team_1_q1_behinds,team_1_q2_goals,team_1_q2_behinds,team_1_q3_goals,team_1_q3_behinds,team_1_final_goals,team_1_final_behinds,team_2_team_name,team_2_q1_goals,team_2_q1_behinds,team_2_q2_goals,team_2_q2_behinds,team_2_q3_goals,team_2_q3_behinds,team_2_final_goals,team_2_final_behinds
1,Gabba,2004-03-27 19:15,2004,Brisbane Lions,1.0,3.0,5.0,6.0,8.0,12.0,11.0,14.0,Sydney,4.0,3.0,8.0,7.0,8.0,11.0,11.0,12.0
1,Football Park,2004-03-28 12:45,2004,Port Adelaide,2.0,6.0,7.0,13.0,15.0,16.0,23.0,20.0,Essendon,1.0,5.0,2.0,6.0,6.0,12.0,8.0,14.0
1,M.C.G.,2004-03-28 14:15,2004,Kangaroos,2.0,3.0,8.0,5.0,17.0,7.0,23.0,11.0,Adelaide,4.0,7.0,4.0,11.0,9.0,13.0,10.0,14.0
1,Docklands,2004-03-28 14:15,2004,Western Bulldogs,7.0,2.0,11.0,6.0,16.0,11.0,20.0,17.0,West Coast,5.0,5.0,11.0,8.0,15.0,10.0,22.0,12.0
2,M.C.G.,2004-04-02 19:40,2004,Melbourne,6.0,7.0,12.0,10.0,16.0,12.0,20.0,15.0,Richmond,3.0,1.0,6.0,1.0,8.0,3.0,12.0,4.0
2,M.C.G.,2004-04-03 14:10,2004,Collingwood,2.0,5.0,5.0,8.0,10.0,14.0,15.0,16.0,Western Bulldogs,6.0,5.0,8.0,11.0,10.0,16.0,13.0,19.0
2,Football Park,2004-04-03 14:10,2004,Adelaide,1.0,1.0,6.0,8.0,8.0,12.0,11.0,17.0,Brisbane Lions,8.0,5.0,11.0,7.0,14.0,11.0,15.0,14.0
2,Docklands,2004-04-03 19:10,2004,Essendon,2.0,3.0,3.0,5.0,5.0,9.0,8.0,12.0,St Kilda,3.0,5.0,5.0,10.0,7.0,15.0,13.0,16.0
2,Subiaco,2004-04-03 17:40,2004,West Coast,4.0,0.0,7.0,3.0,12.0,10.0,17.0,13.0,Port Adelaide,3.0,3.0,10.0,6.0,14.0,7.0,18.0,10.0
2,S.C.G.,2004-04-04 13:10,2004,Sydney,5.0,1.0,7.0,6.0,12.0,9.0,15.0,12.0,Fremantle,3.0,2.0,5.0,6.0,8.0,9.0,10.0,11.0
2,Princes Park,2004-04-04 14:10,2004,Carlton,2.0,4.0,6.0,6.0,12.0,6.0,16.0,8.0,Geelong,3.0,2.0,3.0,9.0,5.0,11.0,6.0,14.0
2,M.C.G.,2004-04-04 14:10,2004,Hawthorn,3.0,1.0,5.0,4.0,7.0,5.0,11.0,8.0,Kangaroos,5.0,2.0,7.0,5.0,12.0,10.0,15.0,13.0
3,Gabba,2004-04-08 19:40,2004,Brisbane Lions,2.0,2.0,8.0,5.0,15.0,11.0,21.0,11.0,Collingwood,3.0,0.0,7.0,2.0,10.0,3.0,12.0,5.0
3,M.C.G.,2004-04-10 14:10,2004,Kangaroos,7.0,0.0,12.0,3.0,14.0,5.0,17.0,9.0,Carlton,4.0,4.0,8.0,6.0,13.0,7.0,16.0,10.0
3,Docklands,2004-04-10 19:10,2004,Essendon,8.0,0.0,10.0,1.0,16.0,3.0,22.0,5.0,West Coast,3.0,0.0,7.0,5.0,15.0,8.0,20.0,11.0
3,S.C.G.,2004-04-10 19:10,2004,Sydney,3.0,2.0,7.0,3.0,7.0,5.0,10.0,13.0,Geelong,2.0,2.0,7.0,5.0,9.0,7.0,10.0,7.0
3,Football Park,2004-04-11 12:40,2004,Port Adelaide,6.0,3.0,11.0,8.0,17.0,13.0,26.0,15.0,Hawthorn,1.0,3.0,7.0,6.0,10.0,8.0,13.0,12.0
3,M.C.G.,2004-04-11 14:10,2004,Western Bulldogs,1.0,3.0,6.0,7.0,9.0,10.0,12.0,15.0,Melbourne,3.0,8.0,6.0,14.0,9.0,19.0,12.0,25.0
3,Subiaco,2004-04-11 14:10,2004,Fremantle,2.0,2.0,3.0,4.0,7.0,8.0,10.0,13.0,Adelaide,2.0,3.0,4.0,10.0,6.0,12.0,8.0,16.0
3,Docklands,2004-04-12 14:10,2004,St Kilda,4.0,3.0,10.0,6.0,12.0,12.0,16.0,18.0,Richmond,5.0,0.0,7.0,2.0,8.0,6.0,10.0,9.0
4,M.C.G.,2004-04-16 19:40,2004,Carlton,3.0,3.0,6.0,6.0,7.0,7.0,12.0,8.0,Essendon,1.0,3.0,5.0,8.0,13.0,11.0,17.0,15.0
4,M.C.G.,2004-04-17 14:10,2004,Melbourne,5.0,1.0,8.0,7.0,12.0,14.0,18.0,16.0,Port Adelaide,4.0,3.0,5.0,6.0,8.0,8.0,10.0,11.0
4,Subiaco,2004-04-17 14:10,2004,West Coast,3.0,2.0,6.0,4.0,10.0,5.0,12.0,7.0,Brisbane Lions,2.0,3.0,4.0,4.0,10.0,9.0,10.0,16.0
4,Docklands,2004-04-17 19:10,2004,Geelong,7.0,0.0,11.0,1.0,15.0,5.0,19.0,13.0,Richmond,1.0,4.0,3.0,7.0,7.0,10.0,11.0,12.0
4,Football Park,2004-04-17 19:10,2004,Adelaide,6.0,2.0,8.0,3.0,12.0,6.0,15.0,8.0,St Kilda,5.0,1.0,10.0,2.0,15.0,3.0,18.0,5.0
4,Manuka Oval,2004-04-18 13:10,2004,Kangaroos,6.0,4.0,6.0,6.0,7.0,7.0,10.0,10.0,Sydney,6.0,3.0,10.0,8.0,16.0,12.0,18.0,13.0
4,Docklands,2004-04-18 14:10,2004,Collingwood,2.0,3.0,3.0,4.0,5.0,7.0,7.0,12.0,Fremantle,3.0,3.0,7.0,10.0,10.0,12.0,12.0,16.0
4,M.C.G.,2004-04-18 14:10,2004,Hawthorn,3.0,5.0,5.0,8.0,9.0,9.0,14.0,13.0,Western Bulldogs,2.0,6.0,7.0,9.0,13.0,11.0,16.0,13.0
5,Docklands,2004-04-23 19:45,2004,Richmond,2.0,0.0,3.0,2.0,6.0,4.0,9.0,5.0,Adelaide,4.0,2.0,13.0,4.0,15.0,5.0,21.0,8.0
5,Princes Park,2004-04-24 14:10,2004,Carlton,2.0,2.0,7.0,3.0,10.0,6.0,14.0,8.0,West Coast,0.0,2.0,0.0,4.0,2.0,6.0,6.0,7.0
5,Docklands,2004-04-24 14:10,2004,St Kilda,7.0,4.0,8.0,6.0,13.0,8.0,20.0,10.0,Kangaroos,1.0,5.0,3.0,12.0,7.0,13.0,8.0,17.0
5,Gabba,2004-04-24 19:10,2004,Brisbane Lions,5.0,3.0,10.0,10.0,12.0,17.0,14.0,26.0,Hawthorn,3.0,1.0,4.0,1.0,6.0,4.0,9.0,8.0
5,Stadium Australia,2004-04-24 19:20,2004,Sydney,6.0,1.0,9.0,1.0,13.0,6.0,15.0,9.0,Melbourne,2.0,2.0,10.0,4.0,11.0,8.0,17.0,9.0
5,M.C.G.,2004-04-25 13:15,2004,Collingwood,1.0,2.0,6.0,5.0,10.0,9.0,11.0,13.0,Essendon,5.0,3.0,8.0,6.0,13.0,7.0,17.0,10.0
5,Football Park,2004-04-25 14:45,2004,Port Adelaide,5.0,5.0,10.0,6.0,13.0,10.0,17.0,17.0,Western Bulldogs,3.0,1.0,4.0,11.0,5.0,17.0,7.0,22.0
5,Subiaco,2004-04-25 14:15,2004,Fremantle,7.0,0.0,11.0,2.0,14.0,7.0,18.0,9.0,Geelong,4.0,1.0,8.0,3.0,11.0,5.0,14.0,7.0
6,Docklands,2004-04-30 19:40,2004,Richmond,7.0,1.0,10.0,7.0,11.0,11.0,12.0,12.0,Hawthorn,3.0,3.0,7.0,5.0,11.0,5.0,13.0,5.0
6,M.C.G.,2004-05-01 14:10,2004,Essendon,5.0,6.0,7.0,8.0,12.0,10.0,16.0,12.0,Sydney,4.0,3.0,4.0,6.0,8.0,7.0,15.0,8.0
6,Manuka Oval,2004-05-01 14:10,2004,Kangaroos,6.0,3.0,14.0,7.0,17.0,8.0,18.0,11.0,Western Bulldogs,4.0,2.0,9.0,2.0,12.0,6.0,19.0,6.0
6,Docklands,2004-05-01 19:10,2004,St Kilda,2.0,6.0,6.0,8.0,9.0,12.0,13.0,14.0,Brisbane Lions,4.0,1.0,5.0,4.0,7.0,5.0,14.0,7.0
6,Subiaco,2004-05-01 17:40,2004,West Coast,3.0,2.0,7.0,5.0,9.0,5.0,11.0,7.0,Fremantle,4.0,1.0,7.0,3.0,11.0,8.0,12.0,11.0
6,Kardinia Park,2004-05-02 13:10,2004,Geelong,1.0,0.0,5.0,2.0,11.0,5.0,15.0,11.0,Adelaide,2.0,3.0,4.0,6.0,6.0,8.0,8.0,10.0
6,M.C.G.,2004-05-02 14:10,2004,Melbourne,6.0,3.0,12.0,5.0,19.0,9.0,25.0,10.0,Carlton,1.0,3.0,2.0,5.0,4.0,7.0,8.0,7.0
6,Football Park,2004-05-02 14:45,2004,Port Adelaide,1.0,5.0,7.0,7.0,11.0,9.0,14.0,17.0,Collingwood,4.0,2.0,5.0,5.0,8.0,11.0,12.0,12.0
7,Docklands,2004-05-07 19:40,2004,Western Bulldogs,3.0,2.0,7.0,5.0,11.0,9.0,14.0,11.0,Essendon,5.0,2.0,10.0,6.0,15.0,7.0,18.0,13.0
7,M.C.G.,2004-05-08 14:10,2004,Carlton,1.0,5.0,4.0,8.0,7.0,9.0,13.0,11.0,Collingwood,3.0,3.0,5.0,7.0,10.0,11.0,11.0,14.0
7,Subiaco,2004-05-08 14:10,2004,Fremantle,1.0,4.0,1.0,4.0,6.0,5.0,11.0,6.0,St Kilda,4.0,0.0,8.0,4.0,12.0,7.0,14.0,11.0
7,Docklands,2004-05-08 19:10,2004,Kangaroos,1.0,6.0,5.0,6.0,8.0,7.0,11.0,10.0,Brisbane Lions,2.0,3.0,8.0,6.0,15.0,7.0,18.0,12.0
7,Football Park,2004-05-08 19:10,2004,Port Adelaide,5.0,2.0,7.0,3.0,9.0,7.0,13.0,9.0,Adelaide,4.0,2.0,11.0,6.0,14.0,14.0,17.0,17.0
7,S.C.G.,2004-05-09 13:10,2004,Sydney,5.0,4.0,6.0,5.0,7.0,6.0,8.0,6.0,Richmond,4.0,1.0,5.0,3.0,8.0,3.0,10.0,7.0
7,M.C.G.,2004-05-09 14:10,2004,Melbourne,4.0,6.0,8.0,9.0,12.0,12.0,18.0,14.0,West Coast,2.0,2.0,7.0,4.0,8.0,6.0,11.0,7.0
7,Docklands,2004-05-09 17:10,2004,Hawthorn,2.0,1.0,4.0,1.0,5.0,1.0,8.0,4.0,Geelong,4.0,7.0,6.0,11.0,10.0,14.0,15.0,18.0
8,Football Park,2004-05-14 20:10,2004,Adelaide,2.0,4.0,5.0,6.0,7.0,12.0,12.0,12.0,Essendon,7.0,4.0,10.0,9.0,14.0,11.0,20.0,15.0
8,M.C.G.,2004-05-15 14:10,2004,Richmond,4.0,1.0,8.0,5.0,11.0,9.0,15.0,15.0,Western Bulldogs,1.0,8.0,6.0,13.0,8.0,19.0,10.0,22.0
8,Subiaco,2004-05-15 14:10,2004,West Coast,5.0,3.0,11.0,4.0,14.0,9.0,18.0,16.0,Sydney,5.0,3.0,8.0,5.0,11.0,7.0,15.0,7.0
8,Gabba,2004-05-15 19:10,2004,Brisbane Lions,6.0,4.0,9.0,9.0,17.0,11.0,21.0,14.0,Carlton,2.0,3.0,5.0,5.0,9.0,6.0,16.0,6.0
8,Docklands,2004-05-15 19:10,2004,St Kilda,6.0,3.0,10.0,7.0,15.0,10.0,21.0,12.0,Collingwood,2.0,1.0,4.0,4.0,10.0,9.0,13.0,13.0
8,York Park,2004-05-16 13:10,2004,Hawthorn,2.0,5.0,6.0,7.0,8.0,9.0,10.0,10.0,Fremantle,3.0,1.0,4.0,6.0,6.0,8.0,8.0,13.0
8,Kardinia Park,2004-05-16 14:10,2004,Geelong,7.0,1.0,9.0,5.0,11.0,9.0,15.0,11.0,Melbourne,2.0,4.0,3.0,7.0,9.0,12.0,12.0,15.0
8,Docklands,2004-05-16 14:10,2004,Kangaroos,5.0,1.0,8.0,6.0,18.0,12.0,21.0,14.0,Port Adelaide,2.0,1.0,4.0,3.0,4.0,4.0,7.0,6.0
9,Docklands,2004-05-21 19:40,2004,Collingwood,1.0,2.0,4.0,6.0,7.0,10.0,9.0,14.0,Adelaide,5.0,2.0,6.0,5.0,7.0,8.0,9.0,11.0
9,M.C.G.,2004-05-22 14:10,2004,Melbourne,3.0,5.0,7.0,10.0,11.0,14.0,13.0,18.0,Kangaroos,2.0,2.0,4.0,5.0,8.0,9.0,11.0,12.0
9,Subiaco,2004-05-22 14:10,2004,Fremantle,5.0,6.0,10.0,8.0,15.0,14.0,20.0,17.0,Brisbane Lions,3.0,4.0,8.0,5.0,9.0,7.0,11.0,12.0
9,Docklands,2004-05-22 19:10,2004,Geelong,6.0,5.0,10.0,6.0,13.0,10.0,18.0,12.0,Essendon,6.0,1.0,8.0,8.0,12.0,11.0,14.0,13.0
9,Football Park,2004-05-22 19:10,2004,Port Adelaide,4.0,6.0,9.0,10.0,12.0,12.0,19.0,14.0,Richmond,0.0,2.0,1.0,3.0,4.0,4.0,7.0,8.0
9,S.C.G.,2004-05-23 13:10,2004,Sydney,4.0,4.0,5.0,8.0,10.0,13.0,11.0,14.0,Hawthorn,0.0,1.0,5.0,3.0,8.0,4.0,12.0,7.0
9,Princes Park,2004-05-23 14:10,2004,Carlton,5.0,1.0,10.0,4.0,12.0,4.0,12.0,7.0,Western Bulldogs,7.0,3.0,10.0,5.0,16.0,5.0,16.0,8.0
9,Docklands,2004-05-23 14:10,2004,St Kilda,6.0,4.0,13.0,7.0,19.0,9.0,26.0,13.0,West Coast,3.0,3.0,6.0,8.0,9.0,10.0,9.0,14.0
10,Docklands,2004-05-28 19:40,2004,Essendon,4.0,8.0,11.0,11.0,14.0,12.0,17.0,13.0,Fremantle,2.0,2.0,3.0,5.0,7.0,9.0,12.0,13.0
10,M.C.G.,2004-05-29 14:10,2004,Hawthorn,2.0,6.0,3.0,8.0,5.0,8.0,6.0,11.0,Adelaide,5.0,2.0,9.0,8.0,14.0,11.0,20.0,13.0
10,Subiaco,2004-05-29 14:10,2004,West Coast,4.0,2.0,5.0,6.0,12.0,10.0,14.0,16.0,Richmond,3.0,3.0,5.0,6.0,7.0,6.0,9.0,9.0
10,Docklands,2004-05-29 19:10,2004,Kangaroos,5.0,4.0,6.0,6.0,6.0,9.0,9.0,11.0,Collingwood,4.0,4.0,6.0,9.0,10.0,13.0,13.0,14.0
10,S.C.G.,2004-05-29 19:10,2004,Western Bulldogs,3.0,3.0,6.0,4.0,6.0,6.0,10.0,7.0,Sydney,5.0,5.0,7.0,10.0,11.0,16.0,12.0,21.0
10,Gabba,2004-05-30 13:10,2004,Melbourne,3.0,1.0,5.0,3.0,8.0,6.0,12.0,11.0,Brisbane Lions,4.0,3.0,11.0,8.0,16.0,9.0,18.0,15.0
10,Docklands,2004-05-30 14:10,2004,Carlton,3.0,2.0,5.0,3.0,10.0,6.0,13.0,10.0,St Kilda,7.0,5.0,19.0,6.0,26.0,7.0,31.0,10.0
10,Football Park,2004-05-30 14:10,2004,Port Adelaide,2.0,1.0,6.0,4.0,14.0,6.0,18.0,8.0,Geelong,4.0,3.0,9.0,6.0,14.0,7.0,17.0,10.0
11,Docklands,2004-06-04 19:40,2004,Collingwood,3.0,2.0,8.0,3.0,12.0,6.0,14.0,9.0,West Coast,5.0,4.0,6.0,6.0,8.0,7.0,11.0,9.0
11,M.C.G.,2004-06-05 14:10,2004,Hawthorn,2.0,2.0,5.0,3.0,7.0,6.0,12.0,8.0,Essendon,6.0,4.0,10.0,5.0,19.0,8.0,24.0,10.0
11,Football Park,2004-06-05 14:10,2004,Adelaide,5.0,6.0,6.0,6.0,10.0,12.0,12.0,15.0,Carlton,1.0,1.0,5.0,4.0,7.0,5.0,14.0,7.0
11,Docklands,2004-06-05 19:10,2004,Kangaroos,5.0,2.0,7.0,5.0,14.0,7.0,24.0,10.0,Richmond,3.0,4.0,7.0,6.0,9.0,8.0,12.0,8.0
11,Gabba,2004-06-05 19:10,2004,Brisbane Lions,6.0,2.0,9.0,7.0,14.0,11.0,18.0,15.0,Port Adelaide,2.0,7.0,6.0,8.0,8.0,13.0,12.0,14.0
11,S.C.G.,2004-06-06 13:10,2004,Sydney,4.0,4.0,7.0,7.0,14.0,9.0,17.0,10.0,St Kilda,1.0,1.0,4.0,5.0,8.0,7.0,11.0,10.0
11,Docklands,2004-06-06 14:10,2004,Western Bulldogs,4.0,2.0,7.0,3.0,9.0,6.0,10.0,7.0,Geelong,4.0,2.0,7.0,3.0,14.0,6.0,17.0,11.0
11,Subiaco,2004-06-06 14:10,2004,Fremantle,2.0,2.0,4.0,5.0,9.0,8.0,9.0,8.0,Melbourne,4.0,3.0,6.0,7.0,7.0,8.0,13.0,15.0
12,Docklands,2004-06-11 19:40,2004,Carlton,6.0,3.0,8.0,7.0,11.0,7.0,15.0,10.0,Hawthorn,2.0,1.0,6.0,2.0,12.0,3.0,14.0,4.0
12,M.C.G.,2004-06-12 14:10,2004,Western Bulldogs,2.0,3.0,6.0,3.0,11.0,8.0,15.0,13.0,St Kilda,4.0,3.0,8.0,6.0,9.0,10.0,11.0,14.0
12,Docklands,2004-06-12 19:10,2004,Essendon,7.0,2.0,11.0,4.0,12.0,8.0,14.0,12.0,Brisbane Lions,5.0,1.0,13.0,3.0,20.0,9.0,25.0,12.0
12,Subiaco,2004-06-12 17:40,2004,West Coast,4.0,3.0,7.0,9.0,11.0,17.0,15.0,18.0,Adelaide,1.0,4.0,3.0,6.0,4.0,8.0,11.0,10.0
12,Football Park,2004-06-13 12:40,2004,Port Adelaide,3.0,4.0,10.0,6.0,17.0,10.0,20.0,12.0,Sydney,1.0,2.0,3.0,3.0,5.0,4.0,8.0,12.0
12,M.C.G.,2004-06-13 14:10,2004,Richmond,3.0,3.0,7.0,6.0,9.0,9.0,10.0,11.0,Fremantle,0.0,0.0,3.0,4.0,7.0,5.0,12.0,9.0
12,Kardinia Park,2004-06-13 14:10,2004,Geelong,5.0,1.0,9.0,5.0,12.0,8.0,14.0,10.0,Kangaroos,5.0,0.0,9.0,2.0,10.0,5.0,12.0,12.0
12,M.C.G.,2004-06-14 14:10,2004,Melbourne,3.0,5.0,4.0,5.0,7.0,8.0,12.0,10.0,Collingwood,2.0,3.0,7.0,6.0,10.0,6.0,11.0,7.0
13,Docklands,2004-06-18 19:40,2004,St Kilda,3.0,2.0,5.0,4.0,10.0,10.0,19.0,13.0,Hawthorn,6.0,2.0,6.0,6.0,7.0,7.0,9.0,7.0
13,Kardinia Park,2004-06-19 14:10,2004,Geelong,2.0,3.0,5.0,4.0,10.0,10.0,13.0,14.0,Brisbane Lions,3.0,5.0,5.0,7.0,8.0,10.0,9.0,11.0
13,Docklands,2004-06-19 19:10,2004,Richmond,2.0,2.0,5.0,3.0,13.0,5.0,14.0,9.0,Carlton,5.0,2.0,12.0,7.0,16.0,10.0,18.0,16.0
13,Subiaco,2004-06-19 17:40,2004,Fremantle,4.0,3.0,7.0,3.0,12.0,3.0,16.0,6.0,Port Adelaide,2.0,4.0,9.0,7.0,14.0,9.0,17.0,10.0
13,Manuka Oval,2004-06-20 13:10,2004,Kangaroos,5.0,4.0,10.0,8.0,15.0,9.0,16.0,12.0,West Coast,5.0,1.0,8.0,5.0,10.0,5.0,11.0,9.0
13,M.C.G.,2004-06-20 14:10,2004,Essendon,2.0,1.0,4.0,3.0,8.0,6.0,10.0,9.0,Melbourne,1.0,6.0,6.0,14.0,9.0,16.0,13.0,17.0
13,Football Park,2004-06-20 14:10,2004,Adelaide,7.0,1.0,10.0,4.0,16.0,10.0,20.0,13.0,Western Bulldogs,3.0,5.0,9.0,7.0,11.0,10.0,15.0,11.0
13,Stadium Australia,2004-06-26 19:20,2004,Sydney,5.0,2.0,6.0,3.0,10.0,5.0,13.0,7.0,Collingwood,4.0,1.0,7.0,2.0,9.0,7.0,11.0,13.0
14,Docklands,2004-07-02 19:40,2004,Essendon,4.0,3.0,7.0,5.0,11.0,6.0,12.0,7.0,Kangaroos,3.0,3.0,6.0,6.0,9.0,12.0,14.0,16.0
14,Princes Park,2004-07-03 14:10,2004,Carlton,3.0,1.0,4.0,7.0,9.0,10.0,12.0,12.0,Sydney,3.0,2.0,8.0,4.0,10.0,5.0,15.0,5.0
14,M.C.G.,2004-07-03 14:10,2004,Collingwood,5.0,6.0,9.0,12.0,15.0,16.0,20.0,20.0,Hawthorn,2.0,3.0,5.0,4.0,7.0,7.0,11.0,9.0
14,Gabba,2004-07-03 19:10,2004,Brisbane Lions,4.0,1.0,10.0,4.0,12.0,8.0,17.0,12.0,Richmond,4.0,4.0,6.0,7.0,10.0,10.0,14.0,12.0
14,Subiaco,2004-07-03 17:40,2004,West Coast,2.0,1.0,5.0,4.0,6.0,6.0,7.0,9.0,Geelong,3.0,2.0,4.0,5.0,4.0,6.0,7.0,7.0
14,York Park,2004-07-04 13:10,2004,St Kilda,2.0,1.0,3.0,2.0,5.0,3.0,7.0,5.0,Port Adelaide,3.0,3.0,6.0,5.0,10.0,9.0,14.0,9.0
14,Docklands,2004-07-04 14:10,2004,Western Bulldogs,3.0,4.0,6.0,9.0,6.0,12.0,10.0,16.0,Fremantle,4.0,1.0,8.0,4.0,14.0,6.0,18.0,9.0
14,Football Park,2004-07-04 14:10,2004,Adelaide,7.0,1.0,13.0,7.0,16.0,10.0,22.0,13.0,Melbourne,2.0,5.0,5.0,8.0,8.0,10.0,10.0,13.0
15,Docklands,2004-07-09 19:40,2004,Collingwood,3.0,2.0,6.0,6.0,7.0,9.0,9.0,11.0,Geelong,3.0,2.0,5.0,9.0,7.0,14.0,12.0,22.0
15,York Park,2004-07-10 13:10,2004,Hawthorn,2.0,3.0,4.0,5.0,8.0,8.0,12.0,10.0,West Coast,3.0,4.0,8.0,6.0,10.0,10.0,12.0,14.0
15,M.C.G.,2004-07-10 14:10,2004,Richmond,4.0,2.0,7.0,6.0,8.0,8.0,11.0,11.0,Essendon,2.0,1.0,7.0,2.0,14.0,9.0,24.0,11.0
15,S.C.G.,2004-07-10 19:15,2004,Sydney,2.0,1.0,7.0,5.0,8.0,8.0,8.0,10.0,Adelaide,2.0,2.0,3.0,5.0,3.0,6.0,6.0,9.0
15,Subiaco,2004-07-10 17:40,2004,Fremantle,6.0,2.0,9.0,4.0,11.0,5.0,12.0,7.0,Kangaroos,4.0,2.0,7.0,5.0,9.0,9.0,14.0,12.0
15,Gabba,2004-07-11 13:10,2004,Brisbane Lions,5.0,4.0,9.0,7.0,14.0,13.0,20.0,16.0,Western Bulldogs,3.0,3.0,4.0,3.0,8.0,4.0,10.0,8.0
15,M.C.G.,2004-07-11 14:10,2004,Melbourne,4.0,1.0,11.0,3.0,17.0,6.0,23.0,8.0,St Kilda,4.0,2.0,8.0,6.0,11.0,8.0,13.0,11.0
15,Football Park,2004-07-11 14:10,2004,Port Adelaide,6.0,2.0,13.0,4.0,16.0,7.0,18.0,15.0,Carlton,0.0,3.0,1.0,4.0,1.0,7.0,5.0,10.0
16,Subiaco,2004-07-16 18:40,2004,West Coast,6.0,5.0,7.0,7.0,12.0,8.0,18.0,9.0,Essendon,1.0,4.0,1.0,9.0,5.0,11.0,10.0,13.0
16,Princes Park,2004-07-17 14:10,2004,Carlton,3.0,2.0,5.0,7.0,7.0,11.0,9.0,16.0,Kangaroos,3.0,3.0,5.0,4.0,7.0,6.0,9.0,8.0
16,Docklands,2004-07-17 14:10,2004,Richmond,4.0,1.0,4.0,3.0,5.0,5.0,9.0,7.0,St Kilda,5.0,3.0,10.0,5.0,15.0,8.0,16.0,9.0
16,M.C.G.,2004-07-17 19:10,2004,Collingwood,2.0,4.0,5.0,5.0,7.0,5.0,11.0,7.0,Brisbane Lions,1.0,2.0,5.0,7.0,12.0,11.0,16.0,13.0
16,Football Park,2004-07-17 19:10,2004,Adelaide,2.0,3.0,6.0,3.0,8.0,5.0,12.0,8.0,Fremantle,2.0,2.0,7.0,2.0,10.0,8.0,14.0,8.0
16,Kardinia Park,2004-07-18 13:10,2004,Geelong,3.0,1.0,3.0,8.0,7.0,9.0,11.0,11.0,Sydney,1.0,6.0,3.0,7.0,6.0,8.0,9.0,8.0
16,Docklands,2004-07-18 14:10,2004,Melbourne,2.0,7.0,5.0,11.0,9.0,16.0,12.0,21.0,Western Bulldogs,2.0,4.0,3.0,8.0,5.0,9.0,7.0,13.0
16,M.C.G.,2004-07-18 14:10,2004,Hawthorn,1.0,3.0,4.0,4.0,5.0,8.0,7.0,11.0,Port Adelaide,4.0,3.0,7.0,9.0,11.0,12.0,15.0,15.0
17,Docklands,2004-07-23 19:40,2004,St Kilda,6.0,4.0,9.0,5.0,15.0,6.0,20.0,7.0,Essendon,2.0,1.0,4.0,3.0,9.0,7.0,14.0,8.0
17,M.C.G.,2004-07-24 14:10,2004,Kangaroos,6.0,2.0,12.0,7.0,17.0,9.0,22.0,11.0,Hawthorn,1.0,4.0,3.0,6.0,5.0,6.0,9.0,9.0
17,Subiaco,2004-07-24 14:10,2004,Fremantle,6.0,5.0,11.0,7.0,16.0,8.0,18.0,10.0,Sydney,3.0,1.0,5.0,2.0,10.0,3.0,14.0,7.0
17,Gabba,2004-07-24 19:10,2004,Brisbane Lions,3.0,6.0,8.0,11.0,18.0,12.0,29.0,15.0,Adelaide,2.0,2.0,4.0,6.0,6.0,10.0,6.0,12.0
17,Docklands,2004-07-24 19:10,2004,Western Bulldogs,1.0,3.0,3.0,8.0,7.0,12.0,8.0,18.0,Collingwood,3.0,5.0,6.0,9.0,9.0,12.0,17.0,13.0
17,Football Park,2004-07-25 12:40,2004,Port Adelaide,5.0,0.0,10.0,4.0,12.0,4.0,16.0,6.0,West Coast,2.0,5.0,4.0,8.0,7.0,16.0,9.0,22.0
17,Docklands,2004-07-25 14:10,2004,Geelong,5.0,5.0,9.0,10.0,12.0,17.0,18.0,23.0,Carlton,1.0,3.0,4.0,4.0,8.0,6.0,11.0,8.0
17,M.C.G.,2004-07-25 14:10,2004,Richmond,4.0,4.0,7.0,7.0,9.0,8.0,10.0,10.0,Melbourne,5.0,3.0,11.0,7.0,15.0,10.0,19.0,12.0
18,Football Park,2004-07-30 20:10,2004,Adelaide,0.0,3.0,0.0,10.0,2.0,17.0,5.0,19.0,Kangaroos,1.0,7.0,1.0,8.0,2.0,10.0,5.0,12.0
18,Princes Park,2004-07-31 14:10,2004,Carlton,3.0,3.0,5.0,8.0,8.0,8.0,9.0,9.0,Fremantle,4.0,4.0,6.0,7.0,9.0,12.0,16.0,15.0
18,M.C.G.,2004-07-31 14:10,2004,Collingwood,5.0,2.0,8.0,5.0,14.0,8.0,15.0,13.0,Richmond,3.0,5.0,8.0,6.0,10.0,10.0,14.0,14.0
18,Docklands,2004-07-31 19:10,2004,Essendon,3.0,4.0,9.0,5.0,12.0,9.0,18.0,11.0,Port Adelaide,2.0,7.0,4.0,8.0,8.0,11.0,11.0,13.0
18,S.C.G.,2004-07-31 19:10,2004,Sydney,3.0,6.0,6.0,8.0,11.0,10.0,12.0,11.0,Brisbane Lions,1.0,2.0,3.0,5.0,5.0,8.0,7.0,9.0
18,Kardinia Park,2004-08-01 13:10,2004,Geelong,6.0,2.0,8.0,5.0,13.0,6.0,15.0,11.0,St Kilda,2.0,1.0,9.0,1.0,13.0,1.0,15.0,4.0
18,M.C.G.,2004-08-01 14:10,2004,Melbourne,5.0,4.0,9.0,8.0,11.0,12.0,15.0,17.0,Hawthorn,2.0,6.0,5.0,8.0,9.0,8.0,9.0,9.0
18,Subiaco,2004-08-01 14:10,2004,West Coast,4.0,2.0,9.0,7.0,12.0,10.0,15.0,16.0,Western Bulldogs,2.0,3.0,4.0,5.0,7.0,7.0,8.0,9.0
